prob_transmission,,HCW related infections,Cumulative Patients
0.022,2,204,375
0.022,3,46,328
0.022,4,119,366
0.022,5,8,420
0.022,6,0,381
0.022,7,0,308
0.022,8,332,480
0.022,9,209,398
0.022,10,19,441
0.022,11,0,423
0.022,12,29,381
0.022,13,1,413
0.022,14,31,435
0.022,15,103,329
0.022,16,0,382
0.022,17,263,457
0.022,18,211,361
0.022,19,0,364
0.022,20,1,331
0.022,21,83,347
0.022,22,60,302
0.022,23,0,449
0.022,24,72,392
0.022,25,67,433
0.022,26,48,345
0.022,27,0,373
0.022,28,52,377
0.022,29,281,425
0.022,30,0,349
0.022,31,0,499
0.022,32,44,324
0.022,33,12,340
0.022,34,38,371
0.022,35,237,407
0.022,36,79,316
0.022,37,155,450
0.022,38,240,423
0.022,39,1,323
0.022,40,0,287
0.022,41,48,346
0.022,42,74,430
0.022,43,6,343
0.022,44,117,381
0.022,45,0,383
0.022,46,116,385
0.022,47,159,417
0.022,48,269,500
0.022,49,22,310
0.023,0,0,409
0.023,1,280,444
0.023,2,64,397
0.023,3,204,387
0.023,4,77,367
0.023,5,212,407
0.023,6,0,320
0.023,7,0,351
0.023,8,63,414
0.023,9,193,359
0.023,10,83,344
0.023,11,30,381
0.023,12,90,431
0.023,13,0,355
0.023,14,38,371
0.023,15,18,401
0.023,16,0,299
0.023,17,291,441
0.023,18,0,442
0.023,19,0,342
0.023,20,276,446
0.023,21,277,453
0.023,22,62,341
0.023,23,0,343
0.023,24,48,355
0.023,25,0,367
0.023,26,48,391
0.023,27,164,400
0.023,28,48,313
0.023,29,235,428
0.023,30,0,392
0.023,31,82,357
0.023,32,34,387
0.023,33,0,406
0.023,34,119,430
0.023,35,106,341
0.023,36,234,414
0.023,37,153,405
0.023,38,83,423
0.023,39,118,416
0.023,40,71,356
0.023,41,0,430
0.023,42,45,445
0.023,43,224,407
0.023,44,123,388
0.023,45,247,420
0.023,46,93,318
0.023,47,113,403
0.023,48,49,305
0.023,49,0,473
0.024,0,124,437
0.024,1,283,417
0.024,2,157,355
0.024,3,0,410
0.024,4,212,400
0.024,5,13,397
0.024,6,0,347
0.024,7,248,419
0.024,8,51,294
0.024,9,63,363
0.024,10,89,453
0.024,11,1,438
0.024,12,151,379
0.024,13,0,396
0.024,14,115,376
0.024,15,210,423
0.024,16,44,375
0.024,17,103,367
0.024,18,55,281
0.024,19,0,457
0.024,20,30,332
0.024,21,93,329
0.024,22,139,426
0.024,23,127,359
0.024,24,0,409
0.024,25,31,308
0.024,26,126,360
0.024,27,130,407
0.024,28,0,395
0.024,29,0,377
0.024,30,12,371
0.024,31,0,358
0.024,32,117,397
0.024,33,145,400
0.024,34,51,376
0.024,35,191,376
0.024,36,0,365
0.024,37,281,425
0.024,38,270,446
0.024,39,247,446
0.024,40,4,359
0.024,41,131,373
0.024,42,37,321
0.024,43,80,275
0.024,44,201,411
0.024,45,0,290
0.024,46,0,398
0.024,47,294,449
0.024,48,64,313
0.024,49,270,421
0.025,0,224,418
0.025,1,0,388
0.025,2,61,386
0.025,3,137,407
0.025,4,29,341
0.025,5,141,413
0.025,6,33,355
0.025,7,234,416
0.025,8,0,303
0.025,9,300,475
0.025,10,0,352
0.025,11,0,324
0.025,12,0,436
0.025,13,188,390
0.025,14,27,314
0.025,15,0,472
0.025,16,0,396
0.025,17,47,485
0.025,18,0,358
0.025,19,246,462
0.025,20,20,305
0.025,21,1,387
0.025,22,16,380
0.025,23,27,392
0.025,24,237,426
0.025,25,126,359
0.025,26,0,360
0.025,27,278,401
0.025,28,261,442
0.025,29,36,312
0.025,30,125,377
0.025,31,147,361
0.025,32,0,313
0.025,33,0,355
0.025,34,0,407
0.025,35,188,404
0.025,36,0,429
0.025,37,299,474
0.025,38,13,289
0.025,39,65,328
0.025,40,311,461
0.025,41,116,368
0.025,42,0,358
0.025,43,350,502
0.025,44,69,383
0.025,45,107,325
0.025,46,108,314
0.025,47,34,336
0.025,48,116,366
0.025,49,140,424
0.026,0,154,367
0.026,1,44,379
0.026,2,129,358
0.026,3,234,405
0.026,4,0,351
0.026,5,153,401
0.026,6,0,328
0.026,7,0,422
0.026,8,0,422
0.026,9,137,388
0.026,10,1,418
0.026,11,148,407
0.026,12,270,439
0.026,13,151,414
0.026,14,97,320
0.026,15,86,316
0.026,16,0,342
0.026,17,76,354
0.026,18,157,303
0.026,19,153,402
0.026,20,0,376
0.026,21,0,387
0.026,22,160,406
0.026,23,272,437
0.026,24,121,340
0.026,25,200,373
0.026,26,220,380
0.026,27,40,360
0.026,28,111,379
0.026,29,0,358
0.026,30,161,459
0.026,31,282,433
0.026,32,1,314
0.026,33,231,405
0.026,34,123,326
0.026,35,72,435
0.026,36,285,466
0.026,37,85,350
0.026,38,33,387
0.026,39,138,366
0.026,40,0,337
0.026,41,237,424
0.026,42,44,318
0.026,43,0,353
0.026,44,48,359
0.026,45,0,348
0.026,46,39,404
0.026,47,293,460
0.026,48,218,418
0.026,49,73,382
